romdasSpikes,calcSpikesY,calcSpikesX,calcSpikesZ,calcSpikesAll,iri,meanY,sdY,meanX,sdX,meanZ,sdZ,romLog,iroadLog,speed,gpsSpeed,yMax,xMax,zMax
,35,64,,,4.66,,,,,,,,,16.80352,21.391445895066784,,,
,46,80,,,4.6,,,,,,,,,28.78889,23.540467986213468,,,
,34,65,,,4.85,,,,,,,,,28.98917,27.561440695757344,,,
,24,48,,,5.7,,,,,,,,,17.0901,19.7848825927777,,,
,30,39,,,5.35,,,,,,,,,23.16693,20.83708617686508,,,
,35,65,,,4.87,,,,,,,,,26.22313,24.241224381617577,,,
,13,18,,,5.34,,,,,,,,,5.986403,5.692656828676449,,,
,46,140,,,6.44,,,,,,,,,11.77807,12.685172740821015,,,
,62,60,,,6.82,,,,,,,,,20.09107,20.804296399507518,,,
,95,154,,,7.82,,,,,,,,,20.08057,21.3023695096623,,,
,46,88,,,6.36,,,,,,,,,21.03353,18.4096894182382,,,
,13,14,,,5.06,,,,,,,,,22.70737,24.766748602950365,,,
,19,98,,,4.64,,,,,,,,,14.22644,15.693146851294474,,,
,5,6,,,4.32,,,,,,,,,24.67075,22.31922881060116,,,
,2,58,,,4.23,,,,,,,,,19.59527,17.9803585348006,,,
,10,16,,,6.73,,,,,,,,,32.68266,43.58525254563223,,,
,17,41,,,7.26,,,,,,,,,35.15367,35.23239913190436,,,
,13,21,,,5.71,,,,,,,,,35.51928,27.84598158261165,,,
,6,15,,,5.71,,,,,,,,,35.18914,40.297902369211236,,,
,12,58,,,4.46,,,,,,,,,21.90089,20.962373082353846,,,
,6,26,,,4.2,,,,,,,,,35.35706,37.47351005407321,,,
,8,9,,,3.63,,,,,,,,,40.21285,36.900143370676005,,,
,7,18,,,3.59,,,,,,,,,40.64675,37.022846289214705,,,
,7,17,,,3.52,,,,,,,,,41.08998,56.80450420450722,,,
,21,14,,,3.83,,,,,,,,,40.13151,27.525892682787134,,,
,14,13,,,3.79,,,,,,,,,40.00513,45.55451179622767,,,
,6,8,,,3.66,,,,,,,,,40.89991,48.5399551248979,,,
,5,7,,,3.28,,,,,,,,,42.94978,43.60778692143045,,,
,1,7,,,3.13,,,,,,,,,43.58709,31.927707116446115,,,
,2,5,,,3.25,,,,,,,,,42.83789,50.6933947129751,,,
,6,13,,,5.18,,,,,,,,,32.89728,37.12865693011321,,,
,7,7,,,3.83,,,,,,,,,41.08858,30.467653230636927,,,
,4,2,,,3.18,,,,,,,,,44.37948,38.20135823861956,,,
,5,16,,,4.14,,,,,,,,,39.42937,42.44305891270664,,,
,3,9,,,3.8,,,,,,,,,41.08295,38.261326402742995,,,
,3,11,,,3.29,,,,,,,,,43.12886,52.99879547399167,,,
,7,3,,,3.17,,,,,,,,,43.76498,22.551184952123307,,,
,1,7,,,3.31,,,,,,,,,43.3932,45.200753860822594,,,
,6,7,,,3.18,,,,,,,,,44.36768,33.07280979145254,,,
,7,9,,,3.29,,,,,,,,,43.71604,53.97812292918065,,,
,12,4,,,3.56,,,,,,,,,42.07402,39.451024779212894,,,
,5,9,,,3.55,,,,,,,,,41.64608,49.30107054230822,,,
,9,14,,,3.32,,,,,,,,,44.48005,44.98134604326444,,,
,8,7,,,3.37,,,,,,,,,44.2877,32.411200107318955,,,
,4,29,,,4.56,,,,,,,,,38.06948,40.12065556347946,,,
,11,14,,,3.99,,,,,,,,,39.85635,46.5356318924129,,,
,2,3,,,3.28,,,,,,,,,43.18017,41.76224294678629,,,
,7,4,,,3.23,,,,,,,,,43.87385,44.147670483581635,,,
,15,8,,,3.35,,,,,,,,,43.56557,42.639224971427616,,,
,2,3,,,3.3,,,,,,,,,44.01852,32.72293537540717,,,
,10,13,,,3.22,,,,,,,,,44.50715,56.43048295204945,,,
,2,12,,,3.19,,,,,,,,,44.46719,33.25399022990627,,,
,5,10,,,3.25,,,,,,,,,44.23823,65.27001465089783,,,
,6,16,,,3.45,,,,,,,,,41.11695,36.34235601281523,,,
,8,5,,,4.1,,,,,,,,,39.63274,35.29757738972922,,,
,10,10,,,4.12,,,,,,,,,35.4053,33.57899794934951,,,
,13,2,,,5.33,,,,,,,,,33.32785,32.04720718496797,,,
,8,9,,,4.62,,,,,,,,,39.09493,53.78578094377179,,,
,6,7,,,3.24,,,,,,,,,43.16644,31.104370307035943,,,
,8,7,,,3.32,,,,,,,,,42.94421,51.64176904577458,,,
,7,10,,,3.28,,,,,,,,,44.09849,45.39210866131911,,,
,2,8,,,3.17,,,,,,,,,44.51583,41.68780275549372,,,
,8,17,,,4.31,,,,,,,,,39.19888,44.86996326303984,,,
,5,3,,,3.59,,,,,,,,,41.1361,37.41869477863258,,,
,6,17,,,3.38,,,,,,,,,42.88399,42.83039329141475,,,
,7,6,,,3.25,,,,,,,,,44.47569,32.712022661969044,,,
,3,24,,,5.06,,,,,,,,,36.4447,45.63747807756533,,,
,7,7,,,3.46,,,,,,,,,41.54639,48.755178143592204,,,
,3,21,,,3.6,,,,,,,,,40.75277,28.931853073681424,,,
,6,7,,,3.39,,,,,,,,,42.32638,50.80535781829278,,,
,7,7,,,3.3,,,,,,,,,43.05712,31.665638730027748,,,
,6,3,,,3.49,,,,,,,,,41.32919,47.59466242466959,,,
,1,0,,,4.2,,,,,,,,,22.26415,23.161006716444287,,,
,7,7,,,5.43,,,,,,,,,31.59385,35.30730413408296,,,
,13,1,,,4.44,,,,,,,,,8.405378,7.062946389928302,,,
,14,1,,,4.1,,,,,,,,,6.616502,7.539284044031208,,,
,13,4,,,4.4,,,,,,,,,15.07074,7.47597959080601,,,
,3,0,,,4.91,,,,,,,,,22.31647,45.28863244689161,,,
,2,3,,,4.53,,,,,,,,,16.54284,20.24107884405206,,,
,1,34,,,3.8,,,,,,,,,21.40186,19.83471619401524,,,
,1,27,,,4.46,,,,,,,,,17.01094,15.487875148199931,,,
,9,24,,,3.98,,,,,,,,,26.14128,30.596968794983123,,,
,2,1,,,4.8,,,,,,,,,4.223428,4.089153938209146,,,
,5,17,,,3.83,,,,,,,,,27.0501,29.60018925936815,,,
,2,12,,,4.38,,,,,,,,,30.05495,31.373373838450153,,,
,1,5,,,4.83,,,,,,,,,34.78707,34.96448767200965,,,
,11,12,,,4.71,,,,,,,,,34.47544,39.69990006156502,,,
,0,6,,,4.25,,,,,,,,,10.42271,6.27556756660124,,,
,2,10,,,4.7,,,,,,,,,13.96838,16.500254345362784,,,
,4,4,,,4.17,,,,,,,,,21.77156,20.665064124397325,,,
,2,1,,,4.29,,,,,,,,,10.61258,10.753450192815965,,,
,6,9,,,4.22,,,,,,,,,22.41249,24.100824483287376,,,
,1,19,,,4.36,,,,,,,,,20.09534,23.199849769860837,,,
,4,8,,,3.86,,,,,,,,,28.83854,28.060612326778468,,,
,0,9,,,3.89,,,,,,,,,27.21293,29.615289088109673,,,
,2,12,,,5.27,,,,,,,,,34.6576,34.82020187324239,,,
,3,6,,,4.8,,,,,,,,,35.22247,28.518004038316814,,,
,6,7,,,4.31,,,,,,,,,32.47403,35.5760182544469,,,
,3,5,,,4.26,,,,,,,,,31.28558,28.49835508663711,,,
,3,7,,,5.08,,,,,,,,,32.31474,34.64738590500004,,,
,4,4,,,4.58,,,,,,,,,26.25881,30.196417966288024,,,
,3,19,,,4.49,,,,,,,,,24.02016,22.871704257123973,,,
,4,15,,,4.38,,,,,,,,,3.407276,2.9010808566552186,,,
,7,18,,,4.79,,,,,,,,,13.36007,14.257713677683254,,,
,10,20,,,4.74,,,,,,,,,25.6977,31.12647793955953,,,
,11,16,,,5.37,,,,,,,,,33.62154,25.694000313949246,,,
,12,21,,,4.77,,,,,,,,,36.96336,46.98614769125545,,,
,11,9,,,4.36,,,,,,,,,37.17301,38.860878877373956,,,
,18,36,,,4.94,,,,,,,,,35.52726,27.90237192370098,,,
,14,10,,,5.47,,,,,,,,,34.74339,40.34464473972067,,,
,12,28,,,5.42,,,,,,,,,33.93373,32.3918671620328,,,
,2,6,,,5.53,,,,,,,,,32.7015,29.56811700894324,,,
,14,23,,,4.5,,,,,,,,,29.25654,33.849815301277154,,,
,3,10,,,4.55,,,,,,,,,30.12146,29.658957091377644,,,
,35,42,,,5.99,,,,,,,,,29.92269,29.37377322492735,,,
,4,10,,,4.88,,,,,,,,,23.62528,23.897508363358227,,,
,5,7,,,4.72,,,,,,,,,20.2399,18.44502678121917,,,
,1,7,,,4.96,,,,,,,,,31.17612,31.6482952768879,,,
,1,2,,,4.53,,,,,,,,,33.84277,33.16342731950797,,,
,2,20,,,4.72,,,,,,,,,30.4255,31.73101670781046,,,
,3,23,,,5.01,,,,,,,,,32.68145,30.03568716753308,,,
,2,19,,,5.29,,,,,,,,,31.39056,26.949951093680816,,,
,4,9,,,5.68,,,,,,,,,37.83006,45.871927845433724,,,
,0,22,,,4.19,,,,,,,,,30.47113,29.391745806010526,,,
,3,33,,,4.17,,,,,,,,,22.38141,25.108194779540575,,,
,1,29,,,4.82,,,,,,,,,28.46292,26.347939054281046,,,
,5,16,,,4.27,,,,,,,,,32.91615,38.50243858111883,,,
,4,14,,,4.76,,,,,,,,,38.91892,30.955957417502145,,,
,4,9,,,3.24,,,,,,,,,45.10114,44.967588901163225,,,
,3,24,,,4.17,,,,,,,,,38.10955,44.20381104538697,,,
,3,10,,,4.27,,,,,,,,,36.43524,33.519757133915164,,,
,2,15,,,4.42,,,,,,,,,35.32042,34.27981120743979,,,
,5,15,,,3.9,,,,,,,,,38.65761,41.116830813175156,,,
,2,7,,,3.38,,,,,,,,,40.82715,47.06754757386935,,,
,6,12,,,4.19,,,,,,,,,37.50628,41.024784554135316,,,
,5,20,,,3.87,,,,,,,,,34.20293,34.44484330859192,,,
,4,30,,,4.44,,,,,,,,,31.24737,32.47485449211286,,,
,8,12,,,5.17,,,,,,,,,33.04304,37.21737038337172,,,
,5,14,,,5.98,,,,,,,,,34.0064,31.428262948955954,,,
,3,12,,,3.84,,,,,,,,,39.48882,38.749679688700574,,,
,5,27,,,3.35,,,,,,,,,42.11942,39.352280471290356,,,
,5,8,,,3.57,,,,,,,,,40.9129,48.851566024637926,,,
,5,69,,,4.81,,,,,,,,,38.73422,32.701154664415725,,,
,2,4,,,5.12,,,,,,,,,36.09017,38.239175376249065,,,
,2,3,,,4.62,,,,,,,,,34.41211,26.959457738224163,,,
,8,3,,,3.94,,,,,,,,,34.01585,25.923729362088164,,,
,3,20,,,4.67,,,,,,,,,31.38518,32.230463276526066,,,
,3,3,,,4.3,,,,,,,,,36.5536,38.1145715174764,,,
,3,3,,,4.5,,,,,,,,,37.48606,32.63066285414591,,,
,4,12,,,4.37,,,,,,,,,39.31734,51.00427478353933,,,
,4,7,,,5.34,,,,,,,,,36.3309,29.355403347907313,,,
,6,7,,,4.78,,,,,,,,,36.59681,46.53158418170408,,,
,0,10,,,4.72,,,,,,,,,32.87713,30.338778293082868,,,
,2,6,,,4.24,,,,,,,,,33.46265,38.21121607290022,,,
,7,27,,,4.18,,,,,,,,,39.61095,24.011693549328307,,,
,1,2,,,3.37,,,,,,,,,45.55068,45.902746091361124,,,
,11,7,,,3.44,,,,,,,,,44.61739,46.756876282791005,,,
,2,16,,,3.26,,,,,,,,,44.38197,43.22828607280155,,,
,4,120,,,3.51,,,,,,,,,42.14597,51.154875124062244,,,
,22,48,,,3.6,,,,,,,,,43.04373,51.34653487414691,,,
,6,9,,,3.31,,,,,,,,,45.67515,35.611417507003594,,,
,2,7,,,3.33,,,,,,,,,43.49327,42.51365174426914,,,
,5,6,,,3.15,,,,,,,,,45.87427,35.07273194789496,,,
,19,17,,,3.65,,,,,,,,,43.06965,52.679668336073654,,,
,14,14,,,3.5,,,,,,,,,43.37182,31.415122222750398,,,
,16,10,,,3.29,,,,,,,,,43.94785,53.81218697373438,,,
,12,9,,,3.52,,,,,,,,,41.40577,39.16377225403781,,,
,10,51,,,3.58,,,,,,,,,40.89349,48.075518248688944,,,
,4,13,,,3.97,,,,,,,,,38.41962,33.19883421724033,,,
,10,10,,,4.17,,,,,,,,,38.80768,31.56423181749143,,,
,11,15,,,3.9,,,,,,,,,39.66868,56.241370236506405,,,
,17,29,,,4.37,,,,,,,,,34.96949,36.678738655274884,,,
,4,102,,,4.45,,,,,,,,,30.13729,28.98193383681434,,,
,6,9,,,3.75,,,,,,,,,41.08579,36.741983726193176,,,
,8,12,,,3.4,,,,,,,,,43.33174,31.087571363409342,,,
,6,2,,,3.15,,,,,,,,,44.55485,55.07720185369081,,,
,10,13,,,3.66,,,,,,,,,40.28345,37.76889494336589,,,
,12,19,,,3.46,,,,,,,,,44.73986,53.44918737286915,,,
,3,16,,,3.16,,,,,,,,,47.48779,50.984932174381235,,,
,2,6,,,3.07,,,,,,,,,46.93871,36.05123162013113,,,
,4,19,,,3.17,,,,,,,,,48.53094,39.80406287727629,,,
,15,18,,,3.43,,,,,,,,,45.65781,37.6338614438327,,,
,1,6,,,3.17,,,,,,,,,45.53351,45.64769094283342,,,
,4,11,,,3.26,,,,,,,,,47.77401,49.70970070506856,,,
,3,31,,,3.15,,,,,,,,,52.08717,42.600581488840454,,,
,4,15,,,3.24,,,,,,,,,45.01342,56.713266108998,,,
,4,37,,,3.45,,,,,,,,,43.40306,33.301021274805215,,,
,2,6,,,3.33,,,,,,,,,44.10258,54.013072245719364,,,
,3,30,,,3.49,,,,,,,,,42.02037,39.322437685659864,,,
,3,8,,,3.63,,,,,,,,,41.5114,41.32723068617651,,,
,4,17,,,3.76,,,,,,,,,39.29628,42.09095896812095,,,
,0,4,,,3.21,,,,,,,,,47.45808,38.24438705590528,,,
,8,5,,,3.27,,,,,,,,,51.06095,57.470510608211654,,,
,1,8,,,3.27,,,,,,,,,52.37395,31.505500163450897,,,
,1,5,,,3.28,,,,,,,,,49.11853,28.0113735974956,,,
,7,10,,,3.5,,,,,,,,,46.28116,49.07756285025839,,,
,7,22,,,3.45,,,,,,,,,45.51587,58.96508616058505,,,
,2,7,,,3.26,,,,,,,,,44.89858,46.928555324372105,,,
,0,1,,,3.22,,,,,,,,,45.56739,46.38202790334905,,,
,1,10,,,3.2,,,,,,,,,47.42487,37.76392743250822,,,
,8,21,,,3.26,,,,,,,,,46.80063,50.250366389936495,,,
,5,4,,,3.11,,,,,,,,,46.54553,48.763972443743526,,,
,4,18,,,3.15,,,,,,,,,48.16378,38.23747693309669,,,
,7,21,,,3.36,,,,,,,,,47.08118,64.93050113985647,,,
,1,6,,,3.46,,,,,,,,,40.2341,37.84926417417511,,,
,7,7,,,3.34,,,,,,,,,44.06254,41.27970627276756,,,
,4,2,,,3.17,,,,,,,,,48.18512,51.28507165155207,,,
,3,26,,,3.26,,,,,,,,,49.02549,54.297055274136916,,,
,10,10,,,3.37,,,,,,,,,47.17888,50.97521795095671,,,
,8,23,,,3.84,,,,,,,,,37.72962,42.86967682454836,,,
,47,73,,,4.96,,,,,,,,,31.17612,35.524282685754635,,,
,46,85,,,4.53,,,,,,,,,33.84277,25.326575478353536,,,
,45,103,,,4.72,,,,,,,,,30.4255,21.677321714428285,,,
,49,104,,,5.01,,,,,,,,,32.68145,40.452913606485204,,,
,40,75,,,5.29,,,,,,,,,31.39056,26.33406455271872,,,
,43,81,,,5.68,,,,,,,,,37.83006,37.18084472023318,,,
,43,102,,,4.19,,,,,,,,,30.47113,30.91143451029196,,,
,47,81,,,4.17,,,,,,,,,22.38141,25.994719732708727,,,
,50,76,,,4.82,,,,,,,,,28.46292,29.917087687841036,,,
,30,85,,,4.27,,,,,,,,,32.91615,26.723863508531966,,,
,53,79,,,4.76,,,,,,,,,38.91892,34.4987682585962,,,
,38,69,,,3.24,,,,,,,,,45.10114,55.99310592926504,,,
,48,83,,,4.17,,,,,,,,,38.10955,36.18327230596057,,,
,26,69,,,4.27,,,,,,,,,36.43524,36.82444104180443,,,
,42,90,,,4.42,,,,,,,,,35.32042,34.29716746246,,,
,30,37,,,3.9,,,,,,,,,38.65761,33.29900346093254,,,
,31,30,,,3.38,,,,,,,,,40.82715,55.238462809154115,,,
,28,58,,,4.19,,,,,,,,,37.50628,40.771070171060195,,,
,33,74,,,3.87,,,,,,,,,34.20293,27.97852806029937,,,
,40,125,,,4.44,,,,,,,,,31.24737,33.04324882397924,,,
,41,113,,,5.17,,,,,,,,,33.04304,36.29560544779898,,,
,40,107,,,5.98,,,,,,,,,34.0064,30.757479385880288,,,
,25,34,,,3.84,,,,,,,,,39.48882,42.906479657414046,,,
,21,47,,,3.35,,,,,,,,,42.11942,38.18872889193685,,,
,23,33,,,3.57,,,,,,,,,40.9129,49.54839213988998,,,
,23,71,,,4.81,,,,,,,,,38.73422,32.882208210660934,,,
,29,54,,,5.12,,,,,,,,,36.09017,38.15383023331699,,,
,38,98,,,4.62,,,,,,,,,34.41211,33.40290582997269,,,
,39,109,,,3.94,,,,,,,,,34.01585,39.37113169326732,,,
,67,103,,,4.67,,,,,,,,,31.38518,26.207192728791387,,,
,26,70,,,4.3,,,,,,,,,36.5536,38.09941178056949,,,
,32,47,,,4.5,,,,,,,,,37.48606,31.966930578423142,,,
,33,35,,,4.37,,,,,,,,,39.31734,49.804167897987426,,,
,45,68,,,5.34,,,,,,,,,36.3309,37.91487301528393,,,
,30,46,,,4.78,,,,,,,,,36.59681,38.480752674256344,,,
,30,92,,,4.72,,,,,,,,,32.87713,29.504441645827157,,,
,38,148,,,4.24,,,,,,,,,33.46265,32.197693741088734,,,
,28,75,,,4.18,,,,,,,,,39.61095,30.77941428310337,,,
,22,69,,,3.37,,,,,,,,,45.55068,56.859361685376214,,,
,31,58,,,3.44,,,,,,,,,44.61739,34.509610035838904,,,
,25,55,,,3.26,,,,,,,,,44.38197,54.94232960318737,,,
,19,94,,,3.51,,,,,,,,,42.14597,40.43429551443729,,,
,54,82,,,3.6,,,,,,,,,43.04373,40.81842855275753,,,
,18,53,,,3.31,,,,,,,,,45.67515,34.121225420816984,,,
,16,33,,,3.33,,,,,,,,,43.49327,53.561997158496766,,,
,25,49,,,3.15,,,,,,,,,45.87427,46.1885128079754,,,
,33,68,,,3.65,,,,,,,,,43.06965,42.35614862475317,,,
,22,44,,,3.5,,,,,,,,,43.37182,31.673309646541103,,,
,39,62,,,3.29,,,,,,,,,43.94785,42.7090871429706,,,
,27,42,,,3.52,,,,,,,,,41.40577,40.075204508863585,,,
,24,47,,,3.58,,,,,,,,,40.89349,57.570691054138535,,,
,39,49,,,3.97,,,,,,,,,38.41962,41.744572573985906,,,
,38,40,,,4.17,,,,,,,,,38.80768,23.41084802549126,,,
,23,34,,,3.9,,,,,,,,,39.66868,55.064292689990936,,,
,42,54,,,4.37,,,,,,,,,34.96949,37.5465966836768,,,
,37,65,,,4.45,,,,,,,,,30.13729,28.48900225818912,,,
,30,21,,,3.75,,,,,,,,,41.08579,25.34754603510058,,,
,28,32,,,3.4,,,,,,,,,43.33174,52.340273548913885,,,
,29,43,,,3.15,,,,,,,,,44.55485,44.837859449738914,,,
,17,36,,,3.66,,,,,,,,,40.28345,47.03750763490064,,,
,25,23,,,3.46,,,,,,,,,44.73986,31.678010167785832,,,
,18,33,,,3.16,,,,,,,,,47.48779,62.525066977708285,,,
,29,67,,,3.07,,,,,,,,,46.93871,24.297982455235974,,,
,24,44,,,3.17,,,,,,,,,48.53094,65.32366785307771,,,
,25,57,,,3.43,,,,,,,,,45.65781,48.766780228519636,,,
,22,49,,,3.17,,,,,,,,,45.53351,45.2841329576221,,,
,28,64,,,3.26,,,,,,,,,47.77401,49.5544517420056,,,
,23,37,,,3.15,,,,,,,,,52.08717,28.63740668167107,,,
,38,56,,,3.24,,,,,,,,,45.01342,64.40192311264896,,,
,28,82,,,3.45,,,,,,,,,43.40306,29.628097011243337,,,
,19,65,,,3.33,,,,,,,,,44.10258,43.41226127839658,,,
,19,50,,,3.49,,,,,,,,,42.02037,60.51557947739982,,,
,31,69,,,3.63,,,,,,,,,41.5114,40.554891141961164,,,
,36,74,,,3.76,,,,,,,,,39.29628,32.869932460376816,,,
,24,39,,,3.21,,,,,,,,,47.45808,47.16104720551545,,,
,28,39,,,3.27,,,,,,,,,51.06095,55.60248947015078,,,
,35,43,,,3.27,,,,,,,,,52.37395,46.67464134526825,,,
,28,57,,,3.28,,,,,,,,,49.11853,43.28965607989887,,,
,33,90,,,3.5,,,,,,,,,46.28116,62.45241398815137,,,
,25,65,,,3.45,,,,,,,,,45.51587,46.44995570012838,,,
,35,56,,,3.26,,,,,,,,,44.89858,45.04060975443889,,,
,22,43,,,3.22,,,,,,,,,45.56739,34.607520256624916,,,
,18,47,,,3.2,,,,,,,,,47.42487,62.65811208861327,,,
,27,74,,,3.26,,,,,,,,,46.80063,25.38326693595934,,,
,22,51,,,3.11,,,,,,,,,46.54553,59.87254860773173,,,
,34,66,,,3.15,,,,,,,,,48.16378,37.503123685409705,,,
,35,75,,,3.36,,,,,,,,,47.08118,65.32130695749679,,,
,45,49,,,3.46,,,,,,,,,40.2341,37.225723791194184,,,
,34,56,,,3.34,,,,,,,,,44.06254,40.87968217902208,,,
,27,66,,,3.17,,,,,,,,,48.18512,50.640249278562194,,,
,9,32,,,3.26,,,,,,,,,49.02549,41.773881776372896,,,
,18,48,,,3.37,,,,,,,,,47.17888,63.07367047365858,,,
,21,36,,,3.84,,,,,,,,,37.72962,36.99825575823375,,,
,108,116,,,6.42,,,,,,,,,20.8192,21.746495418173915,,,
,143,169,,,7.87,,,,,,,,,23.23421,23.145393334944014,,,
,148,146,,,6.67,,,,,,,,,24.57841,20.147208513373666,,,
,92,109,,,5.83,,,,,,,,,26.77012,23.55752111300891,,,
,61,75,,,5.72,,,,,,,,,23.51204,22.54302777148177,,,
,92,73,,,5.96,,,,,,,,,17.20278,18.312381680636864,,,
,101,107,,,5.43,,,,,,,,,19.2568,17.805039112143227,,,
,101,112,,,5.15,,,,,,,,,30.32251,30.684878234794006,,,
,104,132,,,6.14,,,,,,,,,29.56332,30.102254820867973,,,
,111,118,,,5.91,,,,,,,,,28.73968,22.173253441738563,,,
,97,152,,,5.97,,,,,,,,,30.96645,36.910781509691354,,,
,110,153,,,5.84,,,,,,,,,28.67207,24.298339636402744,,,
,194,174,,,5.55,,,,,,,,,12.20689,14.791042213999857,,,
,100,114,,,5.29,,,,,,,,,19.06308,19.686570716023294,,,
,72,87,,,4.86,,,,,,,,,25.66326,26.446085925702242,,,
,92,97,,,5.09,,,,,,,,,29.22076,28.501784768037428,,,
,40,30,,,4.3,,,,,,,,,34.44511,32.67408328663552,,,
