romdasSpikes,calcSpikesY,calcSpikesX,calcSpikesZ,calcSpikesAll,iri,meanY,sdY,meanX,sdX,meanZ,sdZ,romLog,iroadLog,speed,gpsSpeed,yMax,xMax,zMax
1403.0,7,36,38,81,4.17,0.05980619158063608,0.04643783403388671,1.0739704832857144,0.9352546381227936,0.06057888588086915,0.06631938827147527,3.1470576710283598,0.8450980400142568,36.5919,38.13248066602054,0.1995806884765603,4.2042184,0.392458049671061
1268.0,6,49,63,118,4.02,0.0612393292513759,0.054921832997200014,1.6958566004545454,1.1093682625043901,0.1336443621077051,0.11485424953163914,3.1031192535457137,0.7781512503836436,40.74295,42.5947035904779,0.2884534835815433,4.7979803,0.4665052516792686
943.0,4,46,56,106,3.64,0.053994731213672965,0.04356447953412911,1.3952138332048192,0.9311487835095353,0.104013838194876,0.08878950691079172,2.9745116927373285,0.6020599913279624,43.00969,42.54760649129466,0.17621326446533025,3.9743748,0.40859269683395727
1715.0,79,62,377,518,4.54,0.08196285908928777,0.05798974018021172,0.5988574779566724,0.678084373181077,0.10897109860018844,0.07552360946345489,3.2342641243787895,1.8976270912904414,6.030806,7.398377269534154,0.36621715545654254,5.535394,0.3366279490224974
1282.0,5,34,44,83,4.04,0.05599145092181284,0.04314323223930531,0.8955029015970148,0.870332388709063,0.05045169182396833,0.052272321156673025,3.1078880251827985,0.6989700043360189,26.87505,24.6814794709206,0.1792778396606458,4.673482,0.31116787747286995
1098.0,6,51,51,108,3.82,0.06421722118671135,0.061989891263773376,1.4418882321208795,0.9536395799820725,0.08558725136658357,0.08676465082401079,3.040602340114073,0.7781512503836436,39.12314,39.096474241389004,0.46083595275878864,3.5242648,0.45394366680283205
901.0,0,46,58,104,3.59,0.052070790010340005,0.03693779801973384,1.4571393297764708,1.007347599111456,0.1052925214295043,0.08586615663719001,2.954724790979063,0,42.61942,45.825488864044246,0.13790603637695398,3.8402996,0.4308426640655783
1001.0,5,47,49,101,3.72,0.06023220156445907,0.046819949479835726,1.7194506292222222,1.0975506120488365,0.10620098730606416,0.09427259319300056,3.000434077479319,0.6989700043360189,44.5704,44.45532163687424,0.20724205017089758,4.1180267,0.4384080056504328
1049.0,1,22,28,51,3.76,0.05857585566384443,0.04081916828115814,1.1375878380714286,0.7828766728745647,0.08823432262584016,0.09915037044077873,3.020775488193558,0.0,43.6329,42.365806867124085,0.2348232269287127,3.4859576,0.49368769449219874
1258.0,3,56,58,117,4.0,0.062384722174667805,0.04677711865741417,2.059947782926829,1.2531304844264788,0.13002964098206216,0.10574095556954917,3.09968064110925,0.47712125471966244,43.68532,42.10721724690462,0.21911739349365256,5.133168,0.43996042664890606
1646.0,7,29,40,76,4.46,0.0689108730316162,0.05678350638053291,1.0398496829600001,0.8997471690418718,0.048567706659509595,0.04287927081155548,3.216429830876251,0.8450980400142568,35.87409,37.832596618424645,0.329059104919434,4.2904096,0.17201053909022812
1475.0,0,25,29,54,4.26,0.05712034140692841,0.04238281294843891,1.0579179196333333,1.0170662900900396,0.043295084488136494,0.043925857538422895,3.1687920203141817,0,39.78759,37.86325843587295,0.14441829681396712,3.8115692,0.2829527337614708
1153.0,12,55,51,118,3.88,0.08350975608825675,0.058631169522889756,1.7119739162999998,1.0524451517877373,0.12210190727322567,0.11061342226809578,3.061829307294699,1.0791812460476249,44.95398,45.80394198560263,0.28883640289306634,4.309563,0.4299830001458782
