romdasSpikes,calcSpikesY,calcSpikesX,calcSpikesZ,calcSpikesAll,iri,meanY,sdY,meanX,sdX,meanZ,sdZ,romLog,iroadLog,speed,gpsSpeed,yMax,xMax,zMax
5331.0,17,200,230,17,3.7859999999999996,0.05801274037201125,0.047142507574857384,1.2931688609999998,0.996608362109393,0.08286853006513864,0.08432171326514559,3.726808682524964,1.2304489213782739,39.364182,37.370610599479846,0.46083595275878864,4.673482,0.49368769449219874
6631.0,25,219,210,25,4.0840000000000005,0.0654303012023101,0.05099397992266924,1.466071073686937,1.1138471966963572,0.07411151349463126,0.08254632052446864,3.821579027912009,1.3979400086720377,40.73013,40.555503837598,0.329059104919434,5.133168,0.43996042664890606
5178.0,30,148,356,30,3.75,0.05844193447278461,0.04580500183640591,0.7974170347043363,0.7143600826921269,0.06930386207933033,0.0685984550885395,3.714162046098853,1.4771212547196624,33.1464606,24.03055388327608,0.27351356506347635,4.76925,0.409828246007437
9361.0,59,231,267,59,4.715999999999999,0.07560774211883532,0.06977144610579668,1.4323072215119999,1.3320941632516532,0.09147151642463405,0.10268757272868421,3.971322245242813,1.7708520116421442,38.444506000000004,34.872865386983946,0.5895483016967749,10.132261,0.8478565645075251
6151.0,49,168,208,49,3.9739999999999998,0.0752205554103352,0.06091938103659784,1.3671017018769633,1.2107299580963697,0.09228645742788072,0.10886641609935346,3.788945727023748,1.6901960800285136,46.951682,47.85580106522616,0.40529041290283274,8.24563,0.6245697575229918
6307.0,40,157,173,40,4.01,0.07478310311746877,0.06378068697198967,1.3477815443859649,1.0737074779859639,0.07001975552931847,0.07549544819540076,3.7998228309933197,1.6020599913279623,47.76874600000001,47.87588122107622,0.380390815734863,7.374141,0.46458339946114807
8161.0,30,153,217,30,4.438,0.0660437518751974,0.06223320249357865,1.135451523261959,1.0610114569023927,0.073750340758571,0.07735534688496366,3.911743377855932,1.4771212547196624,39.705676000000004,39.8436970217009,0.49339708328247234,6.1004257,0.4801884053059058
9402.0,44,210,263,44,4.722,0.05648906629806645,0.05760320541857187,0.937522416205722,0.7472198034245031,0.05962241119798866,0.07738250924030082,3.9732202468522337,1.6434526764861874,28.000274,24.526450260572496,0.5558378601074221,4.4723687,0.48840773097875906
9777.0,60,216,359,60,4.814,0.053898698943001866,0.06735881760309524,0.8222192697904135,0.9818708085467963,0.05582648351634684,0.07845900827755085,3.9902056151848067,1.7781512503836436,23.837268599999998,19.115930604387746,1.2032299423217783,8.896853,0.8328217948816076
6656.0,36,153,179,36,4.094,0.06682482597950665,0.055603551193604356,1.1840462869593495,0.8925039206898594,0.07448909711423837,0.08192853004820043,3.8232133132826673,1.5563025007672873,47.37705199999999,46.79480289630334,0.41295185089111186,3.9839516,0.5763418353603936
9258.0,68,162,220,68,4.692,0.08149986973056547,0.07120442577611025,1.2472028880930734,1.2607553064023385,0.08109354050407044,0.10170493286176557,3.966517176446792,1.8325089127062364,40.089946,38.27467292406074,0.3983951187133794,8.169016,0.7806317028104973
7762.0,51,156,194,51,4.346,0.08171242518919189,0.07388254867986535,1.3047259195966385,1.0570283880465154,0.09099855145074066,0.11117199653126907,3.8899736384039962,1.7075701760979363,47.524654,48.47550649007484,0.6427952957153309,5.746084,0.7536830539293632
11657.0,79,254,406,79,5.247999999999999,0.0508564817000039,0.0530584017609775,0.7508322600348102,0.990492600059769,0.055761596344656376,0.07646856568153544,4.066586796470695,1.8976270912904414,25.5365016,13.717819070350458,0.41410116195678626,8.944737,0.7866128654016289
9840.0,65,232,266,65,4.827999999999999,0.08196780825863366,0.068370918870777,1.5087695743382352,1.270911548155668,0.09445511226657304,0.10308237345836277,3.9929950984313414,1.8129133566428555,38.322518,35.80560926698436,0.4474283981323257,6.895301,0.672310668639035
9750.0,51,616,750,51,4.808000000000001,0.04363403999889017,0.03739803785846139,0.885940735246876,0.9087188962310001,0.0487907362664999,0.07146503460020946,3.989004615698537,1.7075701760979363,25.912038199999998,5.758350123926163,0.3244622039794933,9.931149,0.8501048659463336
16429.0,132,415,475,132,6.356,0.07194778301346465,0.06941373513758277,1.374103170636444,1.4054687422110628,0.07565043885260532,0.10230696340930684,4.215611129612849,2.12057393120585,18.328895199999998,16.847191177929197,0.5703946685791035,8.686164,0.7583870018857944
11161.0,84,270,303,84,5.134,0.0813177680248123,0.06574515206455354,1.4561815341644613,1.1458434262901878,0.08870292167017182,0.08998587012465267,4.0477031081343045,1.9242792860618816,33.310034,32.01206419751309,0.42291175842285256,6.7229185,0.5282501704959073
4614.0,17,185,0,17,3.618,0.054711471771707355,0.04685954960330436,1.3130241903035713,0.9541538187298291,6.731790617257434e-09,6.166787475018849e-09,3.664077590185075,1.2304489213782739,44.06211999999999,43.18106082221818,0.3468423843383803,5.7843914,4.041827202011189e-08
4561.0,7,171,0,7,3.604,0.048989777513729654,0.037046625773406026,1.0433982510774193,0.7510684735257093,7.222811145079337e-09,7.673234333270391e-09,3.6590600722409383,0.8450980400142568,39.084366,38.67247168047427,0.22116661071777344,4.0797195,6.740835787133946e-08
4191.0,22,169,0,22,3.516,0.05610294587201507,0.04644742632063262,1.3054984863521852,1.057326318553795,7.567356703689965e-09,7.486393748138905e-09,3.6223176608338443,1.3424226808222062,44.183468000000005,44.13542276505539,0.22827472686767614,6.0621185,5.505919397810533e-08
5558.0,15,225,0,15,3.8360000000000003,0.051264491373178935,0.04057493891550875,1.25781910667517,1.2858662818253772,7.6153342194063e-09,8.616319076983817e-09,3.744918542441353,1.1760912590556813,35.025864,29.160200070178256,0.20577297210693324,6.3781533,5.4096705359864575e-08
